code	level	term	prefix	range	group
8593/1	Preferred	Stromal tumor with minor sex cord elements	859	859-867	Specialized gonadal neoplasms
8594/1	Preferred	Mixed germ cell-sex cord-stromal tumor, NOS	859	859-867	Specialized gonadal neoplasms
8600/0	Preferred	Thecoma, NOS	860	859-867	Specialized gonadal neoplasms
8600/0	Synonym	Theca cell tumor	860	859-867	Specialized gonadal neoplasms
8600/3	Preferred	Thecoma, malignant	860	859-867	Specialized gonadal neoplasms
8601/0	Preferred	Thecoma, luteinized	860	859-867	Specialized gonadal neoplasms
8602/0	Preferred	Sclerosing stromal tumor	860	859-867	Specialized gonadal neoplasms
8610/0	Preferred	Luteoma, NOS	861	859-867	Specialized gonadal neoplasms
8610/0	Synonym	Luteinoma	861	859-867	Specialized gonadal neoplasms
8620/1	Preferred	Adult granulosa cell tumor of testis	862	859-867	Specialized gonadal neoplasms
8620/1	Synonym	Granulosa cell tumor of testis, NOS	862	859-867	Specialized gonadal neoplasms
8620/3	Preferred	Adult granulosa cell tumor of ovary	862	859-867	Specialized gonadal neoplasms
8621/1	Preferred	Granulosa cell-theca cell tumor	862	859-867	Specialized gonadal neoplasms
8621/1	Synonym	Theca cell-granulosa cell tumor	862	859-867	Specialized gonadal neoplasms
8622/0	Preferred	Granulosa cell tumor of the testis, juvenile	862	859-867	Specialized gonadal neoplasms
8622/1	Preferred	Granulosa cell tumor, juvenile	862	859-867	Specialized gonadal neoplasms
8623/1	Preferred	Sex cord tumor with annular tubules	862	859-867	Specialized gonadal neoplasms
8630/0	Preferred	Androblastoma, benign	863	859-867	Specialized gonadal neoplasms
8630/0	Synonym	Arrhenoblastoma, benign	863	859-867	Specialized gonadal neoplasms
8630/1	Preferred	Androblastoma, NOS	863	859-867	Specialized gonadal neoplasms
8630/1	Synonym	Arrhenoblastoma, NOS	863	859-867	Specialized gonadal neoplasms
8630/3	Preferred	Androblastoma, malignant	863	859-867	Specialized gonadal neoplasms
8630/3	Synonym	Arrhenoblastoma, malignant	863	859-867	Specialized gonadal neoplasms
8631/0	Preferred	Sertoli-Leydig cell tumor, well differentiated	863	859-867	Specialized gonadal neoplasms
8631/1	Preferred	Sertoli-Leydig cell tumor of intermediate differentiation	863	859-867	Specialized gonadal neoplasms
8631/1	Synonym	Sertoli-Leydig cell tumor, moderately differentiated	863	859-867	Specialized gonadal neoplasms
8631/3	Preferred	Sertoli-Leydig cell tumor, poorly differentiated	863	859-867	Specialized gonadal neoplasms
8632/1	Preferred	Gynandroblastoma	863	859-867	Specialized gonadal neoplasms
8633/1	Preferred	Sertoli-Leydig cell tumor, retiform	863	859-867	Specialized gonadal neoplasms
8634/1	Preferred	Sertoli-Leydig cell tumor, intermediate differentiation, with heterologous elements	863	859-867	Specialized gonadal neoplasms
8634/1	Synonym	Sertoli-Leydig cell tumor, moderately differentiated, with heterologous elements	863	859-867	Specialized gonadal neoplasms
8634/3	Preferred	Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements	863	859-867	Specialized gonadal neoplasms
8640/1	Preferred	Sertoli cell tumor, NOS	864	859-867	Specialized gonadal neoplasms
8640/1	Synonym	Tubular androblastoma, NOS	864	859-867	Specialized gonadal neoplasms
8640/1	Synonym	Pick tubular adenoma	864	859-867	Specialized gonadal neoplasms
8640/1	Synonym	Sertoli cell adenoma	864	859-867	Specialized gonadal neoplasms
8640/1	Synonym	Testicular adenoma	864	859-867	Specialized gonadal neoplasms
8640/3	Preferred	Sertoli cell carcinoma	864	859-867	Specialized gonadal neoplasms
8641/0	Preferred	Sertoli cell tumor with lipid storage	864	859-867	Specialized gonadal neoplasms
8641/0	Synonym	Folliculome lipidique	864	859-867	Specialized gonadal neoplasms
8641/0	Synonym	Lipid-rich Sertoli cell tumor	864	859-867	Specialized gonadal neoplasms
8641/0	Synonym	Tubular androblastoma with lipid storage	864	859-867	Specialized gonadal neoplasms
8642/1	Preferred	Large cell calcifying Sertoli cell tumor	864	859-867	Specialized gonadal neoplasms
8643/1	Preferred	Intratubular large cell hyalinizing Sertoli cell neoplasia	864	859-867	Specialized gonadal neoplasms
8650/0	Preferred	Leydig cell tumor of the ovary, NOS	865	859-867	Specialized gonadal neoplasms
8650/1	Preferred	Leydig cell tumor of the testis, NOS	865	859-867	Specialized gonadal neoplasms
8650/1	Synonym	Interstitial cell tumor, NOS	865	859-867	Specialized gonadal neoplasms
8650/3	Preferred	Leydig cell tumor, malignant	865	859-867	Specialized gonadal neoplasms
8650/3	Synonym	Interstitial cell tumor, malignant	865	859-867	Specialized gonadal neoplasms
8660/0	Preferred	Hilus cell tumor	866	859-867	Specialized gonadal neoplasms
8660/0	Synonym	Hilar cell tumor	866	859-867	Specialized gonadal neoplasms
8670/0	Preferred	Lipid cell tumor of ovary	867	859-867	Specialized gonadal neoplasms
8670/0	Synonym	Steroid cell tumor, NOS	867	859-867	Specialized gonadal neoplasms
8670/0	Synonym	Lipoid cell tumor of ovary	867	859-867	Specialized gonadal neoplasms
8670/3	Preferred	Steroid cell tumor, malignant	867	859-867	Specialized gonadal neoplasms
8671/0	Preferred	Adrenal rest tumor	867	859-867	Specialized gonadal neoplasms
8680/3	Preferred	Paraganglioma, NOS	868	868-871	Paragangliomas and glomus tumors
8681/3	Preferred	Sympathetic paraganglioma	868	868-871	Paragangliomas and glomus tumors
8682/3	Preferred	Parasympathetic paraganglioma	868	868-871	Paragangliomas and glomus tumors
8683/0	Preferred	Gangliocytic paraganglioma	868	868-871	Paragangliomas and glomus tumors
8690/3	Preferred	Middle ear paraganglioma	869	868-871	Paragangliomas and glomus tumors
8690/3	Synonym	Glomus jugulare tumor, NOS	869	868-871	Paragangliomas and glomus tumors
8690/3	Synonym	Jugular paraganglioma	869	868-871	Paragangliomas and glomus tumors
8690/3	Synonym	Jugulotympanic paraganglioma	869	868-871	Paragangliomas and glomus tumors
8691/3	Preferred	Aortic body tumor	869	868-871	Paragangliomas and glomus tumors
8691/3	Synonym	Aortic body paraganglioma	869	868-871	Paragangliomas and glomus tumors
8691/3	Synonym	Aorticopulmonary paraganglioma	869	868-871	Paragangliomas and glomus tumors
8692/3	Preferred	Carotid body paraganglioma	869	868-871	Paragangliomas and glomus tumors
8692/3	Synonym	Carotid body tumor	869	868-871	Paragangliomas and glomus tumors
8693/3	Preferred	Extra-adrenal paraganglioma, NOS	869	868-871	Paragangliomas and glomus tumors
8700/3	Preferred	Pheochromocytoma, NOS	870	868-871	Paragangliomas and glomus tumors
8700/3	Synonym	Adrenal medullary paraganglioma	870	868-871	Paragangliomas and glomus tumors
8700/3	Synonym	Chromaffin paraganglioma	870	868-871	Paragangliomas and glomus tumors
8700/3	Synonym	Chromaffin tumor	870	868-871	Paragangliomas and glomus tumors
8700/3	Synonym	Chromaffinoma	870	868-871	Paragangliomas and glomus tumors
8700/3	Synonym	Pheochromoblastoma	870	868-871	Paragangliomas and glomus tumors
8710/3	Preferred	Glomangiosarcoma	871	868-871	Paragangliomas and glomus tumors
8710/3	Synonym	Glomoid sarcoma	871	868-871	Paragangliomas and glomus tumors
8711/0	Preferred	Glomus tumor, NOS	871	868-871	Paragangliomas and glomus tumors
8711/1	Preferred	Glomangiomatosis	871	868-871	Paragangliomas and glomus tumors
8711/3	Preferred	Glomus tumor, malignant	871	868-871	Paragangliomas and glomus tumors
8712/0	Preferred	Glomangioma	871	868-871	Paragangliomas and glomus tumors
8713/0	Preferred	Glomangiomyoma	871	868-871	Paragangliomas and glomus tumors
8714/0	Preferred	Perivascular epithelioid tumor, benign	871	868-871	Paragangliomas and glomus tumors
8714/0	Synonym	PEComa, benign	871	868-871	Paragangliomas and glomus tumors
8714/3	Preferred	Perivascular epithelioid tumor, malignant	871	868-871	Paragangliomas and glomus tumors
8714/3	Synonym	PEComa, malignant	871	868-871	Paragangliomas and glomus tumors
8720/0	Preferred	Pigmented nevus, NOS	872	872-879	Nevi and melanomas
8720/0	Synonym	Nevus, NOS	872	872-879	Nevi and melanomas
8720/0	Synonym	Melanocytic nevus	872	872-879	Nevi and melanomas
8720/2	Preferred	Melanoma in situ	872	872-879	Nevi and melanomas
8720/3	Preferred	Malignant melanoma, NOS	872	872-879	Nevi and melanomas
8720/3	Synonym	Melanoma, NOS	872	872-879	Nevi and melanomas
8721/3	Preferred	Nodular melanoma	872	872-879	Nevi and melanomas
8722/0	Preferred	Balloon cell nevus	872	872-879	Nevi and melanomas
8722/3	Preferred	Balloon cell melanoma	872	872-879	Nevi and melanomas
8723/0	Preferred	Halo nevus	872	872-879	Nevi and melanomas
8723/0	Synonym	Regressing nevus	872	872-879	Nevi and melanomas
8723/3	Preferred	Malignant melanoma, regressing	872	872-879	Nevi and melanomas
8725/0	Preferred	Neuronevus	872	872-879	Nevi and melanomas
8726/0	Preferred	Magnocellular nevus	872	872-879	Nevi and melanomas
8726/0	Synonym	Melanocytoma, eyeball	872	872-879	Nevi and melanomas
8727/0	Preferred	Dysplastic nevus	872	872-879	Nevi and melanomas
8728/0	Preferred	Meningeal melanocytosis	872	872-879	Nevi and melanomas
8728/1	Preferred	Meningeal melanocytoma	872	872-879	Nevi and melanomas
8728/3	Preferred	Meningeal melanomatosis	872	872-879	Nevi and melanomas
8730/0	Preferred	Nonpigmented nevus	873	872-879	Nevi and melanomas
8730/0	Synonym	Achromic nevus	873	872-879	Nevi and melanomas
8730/3	Preferred	Amelanotic melanoma	873	872-879	Nevi and melanomas
8740/0	Preferred	Junctional nevus, NOS	874	872-879	Nevi and melanomas
8740/0	Synonym	Intraepidermal nevus	874	872-879	Nevi and melanomas
8740/0	Synonym	Junction nevus	874	872-879	Nevi and melanomas
8740/3	Preferred	Malignant melanoma in junctional nevus	874	872-879	Nevi and melanomas
8741/2	Preferred	Precancerous melanosis, NOS	874	872-879	Nevi and melanomas
8741/3	Preferred	Malignant melanoma in precancerous melanosis	874	872-879	Nevi and melanomas
8742/0	Preferred	Lentiginous melanocytic nevus	874	872-879	Nevi and melanomas
8742/0	Synonym	Lentigo simplex	874	872-879	Nevi and melanomas
8742/2	Preferred	Lentigo maligna	874	872-879	Nevi and melanomas
8742/2	Synonym	Hutchinson melanotic freckle, NOS	874	872-879	Nevi and melanomas
8742/3	Preferred	Lentigo maligna melanoma	874	872-879	Nevi and melanomas
8742/3	Synonym	Malignant melanoma in Hutchinson melanotic freckle	874	872-879	Nevi and melanomas
8743/3	Preferred	Low cumulative sun damage melanoma	874	872-879	Nevi and melanomas
8744/0	Preferred	Acral nevus	874	872-879	Nevi and melanomas
8744/3	Preferred	Acral melanoma	874	872-879	Nevi and melanomas
8744/3	Synonym	Acral lentiginous melanoma, malignant	874	872-879	Nevi and melanomas
8745/3	Preferred	Desmoplastic melanoma	874	872-879	Nevi and melanomas
8746/3	Preferred	Mucosal lentiginous melanoma	874	872-879	Nevi and melanomas
8750/0	Preferred	Dermal nevus	875	872-879	Nevi and melanomas
8750/0	Synonym	Intradermal nevus	875	872-879	Nevi and melanomas
8750/0	Synonym	Stromal nevus	875	872-879	Nevi and melanomas
8760/0	Preferred	Compound nevus	876	872-879	Nevi and melanomas
8760/0	Synonym	Dermal and epidermal nevus	876	872-879	Nevi and melanomas
8761/0	Preferred	Congenital melanocytic nevus, NOS	876	872-879	Nevi and melanomas
8761/1	Preferred	Giant pigmented nevus, NOS	876	872-879	Nevi and melanomas
8761/3	Preferred	Malignant melanoma arising in giant congenital nevus	876	872-879	Nevi and melanomas
8761/3	Synonym	Malignant melanoma in giant pigmented nevus	876	872-879	Nevi and melanomas
8761/3	Synonym	Malignant melanoma in congenital melanocytic nevus	876	872-879	Nevi and melanomas
8762/1	Preferred	Proliferative dermal lesion in congenital nevus	876	872-879	Nevi and melanomas
8762/1	Synonym	Proliferative nodule in congenital melanocytic nevus	876	872-879	Nevi and melanomas
8770/0	Preferred	Epithelioid and spindle cell nevus	877	872-879	Nevi and melanomas
8770/0	Synonym	Juvenile melanoma	877	872-879	Nevi and melanomas
8770/0	Synonym	Juvenile nevus	877	872-879	Nevi and melanomas
8770/0	Synonym	Spitz nevus	877	872-879	Nevi and melanomas
8770/0	Synonym	Pigmented spindle cell Spitz nevus	877	872-879	Nevi and melanomas
8770/3	Preferred	Malignant Spitz tumor	877	872-879	Nevi and melanomas
8770/3	Synonym	Spitz melanoma	877	872-879	Nevi and melanomas
8770/3	Synonym	Spitzoid melanoma	877	872-879	Nevi and melanomas
8771/0	Preferred	Epithelioid cell nevus	877	872-879	Nevi and melanomas
8771/3	Preferred	Epithelioid cell melanoma	877	872-879	Nevi and melanomas
8772/0	Preferred	Spindle cell nevus, NOS	877	872-879	Nevi and melanomas
8772/3	Preferred	Spindle cell melanoma, NOS	877	872-879	Nevi and melanomas
8773/3	Preferred	Spindle cell melanoma, type A	877	872-879	Nevi and melanomas
8774/3	Preferred	Spindle cell melanoma, type B	877	872-879	Nevi and melanomas
8780/0	Preferred	Blue nevus, NOS	878	872-879	Nevi and melanomas
8780/0	Synonym	Jadassohn blue nevus	878	872-879	Nevi and melanomas
8780/1	Preferred	Pigmented epithelioid melanocytoma	878	872-879	Nevi and melanomas
8780/1	Synonym	Blue nevus, epithelioid	878	872-879	Nevi and melanomas
8780/3	Preferred	Blue nevus, malignant	878	872-879	Nevi and melanomas
8780/3	Synonym	Melanoma arising in blue nevus	878	872-879	Nevi and melanomas
8790/0	Preferred	Cellular blue nevus	879	872-879	Nevi and melanomas
8800/0	Preferred	Soft tissue tumor, benign	880	880	Soft tissue tumors and sarcomas, NOS
8800/3	Preferred	Sarcoma, NOS	880	880	Soft tissue tumors and sarcomas, NOS
8800/3	Synonym	Mesenchymal tumor, malignant	880	880	Soft tissue tumors and sarcomas, NOS
8800/3	Synonym	Soft tissue sarcoma	880	880	Soft tissue tumors and sarcomas, NOS
8800/3	Synonym	Soft tissue tumor, malignant	880	880	Soft tissue tumors and sarcomas, NOS
8800/9	Preferred	Sarcomatosis, NOS	880	880	Soft tissue tumors and sarcomas, NOS
8801/3	Preferred	Spindle cell sarcoma	880	880	Soft tissue tumors and sarcomas, NOS
8801/3	Synonym	Spindle cell sarcoma, undifferentiated	880	880	Soft tissue tumors and sarcomas, NOS
8802/1	Preferred	Pleomorphic hyalinizing angiectatic tumor	880	880	Soft tissue tumors and sarcomas, NOS
8802/3	Preferred	Giant cell sarcoma	880	880	Soft tissue tumors and sarcomas, NOS
8802/3	Synonym	Pleomorphic cell sarcoma	880	880	Soft tissue tumors and sarcomas, NOS
8802/3	Synonym	Pleomorphic cell sarcoma, undifferentiated	880	880	Soft tissue tumors and sarcomas, NOS
8802/3	Synonym	Pleomorphic sarcoma	880	880	Soft tissue tumors and sarcomas, NOS
8803/3	Preferred	Small cell sarcoma	880	880	Soft tissue tumors and sarcomas, NOS
8803/3	Synonym	Round cell sarcoma, NOS	880	880	Soft tissue tumors and sarcomas, NOS
8803/3	Synonym	Round cell sarcoma, undifferentiated	880	880	Soft tissue tumors and sarcomas, NOS
8804/3	Preferred	Epithelioid sarcoma	880	880	Soft tissue tumors and sarcomas, NOS
8804/3	Synonym	Epithelioid cell sarcoma	880	880	Soft tissue tumors and sarcomas, NOS
8805/3	Preferred	Undifferentiated sarcoma	880	880	Soft tissue tumors and sarcomas, NOS
8806/3	Preferred	Desmoplastic small round cell tumor	880	880	Soft tissue tumors and sarcomas, NOS
8810/0	Preferred	Fibroma, NOS	881	881-883	Fibromatous neoplasms
8810/1	Preferred	Cellular fibroma	881	881-883	Fibromatous neoplasms
8810/3	Preferred	Fibrosarcoma, NOS	881	881-883	Fibromatous neoplasms
8811/0	Preferred	Fibromyxoma, NOS	881	881-883	Fibromatous neoplasms
8811/0	Synonym	Myxofibroma, NOS	881	881-883	Fibromatous neoplasms
8811/0	Synonym	Myxoid fibroma	881	881-883	Fibromatous neoplasms
8811/1	Preferred	Myxoinflammatory fibroblastic sarcoma	881	881-883	Fibromatous neoplasms
8811/3	Preferred	Myxofibrosarcoma	881	881-883	Fibromatous neoplasms
8812/0	Preferred	Periosteal fibroma	881	881-883	Fibromatous neoplasms
8812/3	Preferred	Periosteal fibrosarcoma	881	881-883	Fibromatous neoplasms
8813/0	Preferred	Fibroma of tendon sheath	881	881-883	Fibromatous neoplasms
8813/1	Preferred	Palmar/plantar type fibromatosis	881	881-883	Fibromatous neoplasms
8813/1	Synonym	Superficial fibromatosis	881	881-883	Fibromatous neoplasms
8813/3	Preferred	Fascial fibrosarcoma	881	881-883	Fibromatous neoplasms
8814/3	Preferred	Infantile fibrosarcoma	881	881-883	Fibromatous neoplasms
8814/3	Synonym	Congenital fibrosarcoma	881	881-883	Fibromatous neoplasms
8815/0	Preferred	Solitary fibrous tumor/Hemangiopericytoma, grade 1	881	881-883	Fibromatous neoplasms
8815/0	Synonym	Hemangiopericytoma, benign	881	881-883	Fibromatous neoplasms
8815/1	Preferred	Solitary fibrous tumor, NOS	881	881-883	Fibromatous neoplasms
8815/1	Synonym	Hemangiopericytoma, NOS	881	881-883	Fibromatous neoplasms
8815/1	Synonym	Localized fibrous tumor	881	881-883	Fibromatous neoplasms
8815/3	Preferred	Solitary fibrous tumor, malignant	881	881-883	Fibromatous neoplasms
8815/3	Synonym	Hemangiopericytoma, malignant	881	881-883	Fibromatous neoplasms
8816/0	Preferred	Calcifying aponeurotic fibroma	881	881-883	Fibromatous neoplasms
8817/0	Preferred	Calcifying fibrous tumor	881	881-883	Fibromatous neoplasms
8818/0	Preferred	Fibrous dysplasia	881	881-883	Fibromatous neoplasms
8820/0	Preferred	Elastofibroma	882	881-883	Fibromatous neoplasms
8821/1	Preferred	Aggressive fibromatosis	882	881-883	Fibromatous neoplasms
8821/1	Synonym	Desmoid type fibromatosis	882	881-883	Fibromatous neoplasms
8821/1	Synonym	Desmoid, NOS	882	881-883	Fibromatous neoplasms
8821/1	Synonym	Desmoid tumor, NOS	882	881-883	Fibromatous neoplasms
8821/1	Synonym	Extra-abdominal desmoid	882	881-883	Fibromatous neoplasms
8821/1	Synonym	Invasive fibroma	882	881-883	Fibromatous neoplasms
8822/1	Preferred	Abdominal fibromatosis	882	881-883	Fibromatous neoplasms
8822/1	Synonym	Abdominal desmoid	882	881-883	Fibromatous neoplasms
8822/1	Synonym	Mesenteric fibromatosis	882	881-883	Fibromatous neoplasms
8822/1	Synonym	Retroperitoneal fibromatosis	882	881-883	Fibromatous neoplasms
8823/0	Preferred	Sclerotic fibroma	882	881-883	Fibromatous neoplasms
8823/1	Preferred	Desmoplastic fibroma	882	881-883	Fibromatous neoplasms
8824/0	Preferred	Myofibroma	882	881-883	Fibromatous neoplasms
